disease_name,disease_id,ontology_prefix,display_group,relation,evidence_score,evidence_count,number_of_pmids,number_of_snps,disease_specificity_index,disease_pleiotropy_index,year_initial,year_final,direct_sources
Genetic intestinal disease,Orphanet_165655,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.059125847127276955,4,,,,,,,"[""OPEN_TARGETS""]"
blood coagulation disease,EFO_0009314,EFO,disease / other candidate,ASSOCIATED_WITH,0.05901355273507012,12,,,,,,,"[""OPEN_TARGETS""]"
hereditary peripheral neuropathy,MONDO_0020127,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05872190104267596,13,,,,,,,"[""OPEN_TARGETS""]"
activated PI3K-delta syndrome,MONDO_0018338,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05865950921341438,4,,,,,,,"[""OPEN_TARGETS""]"
combined immunodeficiency due to ZAP70 deficiency,MONDO_0010023,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0585792282560912,3,,,,,,,"[""OPEN_TARGETS""]"
inherited blood coagulation disorder,MONDO_0021181,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05851537307008735,6,,,,,,,"[""OPEN_TARGETS""]"
vitamin metabolic disorder,EFO_0005596,EFO,disease / other candidate,ASSOCIATED_WITH,0.05840285653655,2,,,,,,,"[""OPEN_TARGETS""]"
nutritional deficiency disease,EFO_1001067,EFO,disease / other candidate,ASSOCIATED_WITH,0.05840285653655,2,,,,,,,"[""OPEN_TARGETS""]"
vitamin deficiency disorder,MONDO_0024298,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05840285653655,2,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic parathyroid disease and phosphocalcic metabolism disorder,Orphanet_183634,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05840285653655,2,,,,,,,"[""OPEN_TARGETS""]"
Primary bone dysplasia with defective bone mineralization,Orphanet_93447,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05840285653655,2,,,,,,,"[""OPEN_TARGETS""]"
hereditary ataxia,EFO_0009671,EFO,disease / other candidate,ASSOCIATED_WITH,0.05825595493157302,21,,,,,,,"[""OPEN_TARGETS""]"
atactic disorder,MONDO_0100308,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05825595493157302,21,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic neurological disorder,Orphanet_71859,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05815982287733075,10,,,,,,,"[""OPEN_TARGETS""]"
syndrome caused by partial chromosomal deletion,MONDO_0000761,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05791685902763963,3,,,,,,,"[""OPEN_TARGETS""]"
Polymalformative genetic syndrome with increased risk of developing cancer,Orphanet_183422,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05777272288431259,2,,,,,,,"[""OPEN_TARGETS""]"
X-linked lymphoproliferative disease,Orphanet_2442,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05776353471848084,4,,,,,,,"[""OPEN_TARGETS""]"
primary osteolysis,MONDO_0019707,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05774685229448467,2,,,,,,,"[""OPEN_TARGETS""]"
laminopathy,MONDO_0021106,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05772837330175042,2,,,,,,,"[""OPEN_TARGETS""]"
lymphangioleiomyomatosis,MONDO_0011705,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05765445733081348,1,,,,,,,"[""OPEN_TARGETS""]"
glomerular disease,EFO_1002049,EFO,disease / other candidate,ASSOCIATED_WITH,0.05758219553261307,104,,,,,,,"[""OPEN_TARGETS""]"
liver dysplastic nodule,EFO_0007834,EFO,disease / other candidate,ASSOCIATED_WITH,0.05757950217842573,7,,,,,,,"[""OPEN_TARGETS""]"
liver neoplasm,EFO_1001513,EFO,disease / other candidate,ASSOCIATED_WITH,0.05757950217842573,7,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic hypothalamic or pituitary disease,Orphanet_183628,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05742264863306958,3,,,,,,,"[""OPEN_TARGETS""]"
Bruton-type agammaglobulinemia,MONDO_0010421,MONDO,disease / other candidate,ASSOCIATED_WITH,0.057386306614025585,3,,,,,,,"[""OPEN_TARGETS""]"
Neurodevelopmental disorder,EFO_0010642,EFO,disease / other candidate,ASSOCIATED_WITH,0.05718765744213255,7,,,,,,,"[""OPEN_TARGETS""]"
pervasive developmental disorder,MONDO_0000594,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05718765744213255,7,,,,,,,"[""OPEN_TARGETS""]"
complex neurodevelopmental disorder,MONDO_0100038,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05718765744213255,7,,,,,,,"[""OPEN_TARGETS""]"
Autosomal recessive early-onset inflammatory bowel disease,Orphanet_238569,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05715100743987632,3,,,,,,,"[""OPEN_TARGETS""]"
hyper-IgM syndrome type 2,MONDO_0011528,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05707052116041165,2,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 89 and autoimmunity,MONDO_0030484,MONDO,disease / other candidate,ASSOCIATED_WITH,0.056907906024350384,2,,,,,,,"[""OPEN_TARGETS""]"
parasitic infection,EFO_0001067,EFO,disease / other candidate,ASSOCIATED_WITH,0.056682217204352896,91,,,,,,,"[""OPEN_TARGETS""]"
glomerulosclerosis,MONDO_0000490,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05668015617639339,82,,,,,,,"[""OPEN_TARGETS""]"
renal fibrosis,EFO_1001517,EFO,disease / other candidate,ASSOCIATED_WITH,0.05664148096501324,78,,,,,,,"[""OPEN_TARGETS""]"
X-Linked Combined Immunodeficiency Diseases,EFO_1001451,EFO,disease / other candidate,ASSOCIATED_WITH,0.05662332953624317,2,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic immune disease,Orphanet_183770,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05662332953624317,2,,,,,,,"[""OPEN_TARGETS""]"
recurrent infections associated with rare immunoglobulin isotypes deficiency,MONDO_0013576,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05653504101540181,3,,,,,,,"[""OPEN_TARGETS""]"
acquired metabolic disease,EFO_1000639,EFO,disease / other candidate,ASSOCIATED_WITH,0.05646876682884939,18,,,,,,,"[""OPEN_TARGETS""]"
Sleep Disorder,EFO_0008568,EFO,disease / other candidate,ASSOCIATED_WITH,0.05640756165608718,16,,,,,,,"[""OPEN_TARGETS""]"
Congenital bile acid synthesis defect type 1,Orphanet_79301,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.056404250811271726,3,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic renal disease,Orphanet_98056,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.056313857738480105,7,,,,,,,"[""OPEN_TARGETS""]"
Autosomal recessive hyper-IgE syndrome,Orphanet_169446,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05630713343834625,3,,,,,,,"[""OPEN_TARGETS""]"
osteosclerosis-ichthyosis-premature ovarian failure syndrome,MONDO_0012387,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05630549086121432,2,,,,,,,"[""OPEN_TARGETS""]"
benign neoplasm,EFO_0002422,EFO,disease / other candidate,ASSOCIATED_WITH,0.05623622266924397,122,,,,,,,"[""OPEN_TARGETS""]"
sleep-wake disorder,MONDO_0003406,MONDO,disease / other candidate,ASSOCIATED_WITH,0.056198617962511924,13,,,,,,,"[""OPEN_TARGETS""]"
severe combined immunodeficiency due to DCLRE1C deficiency,MONDO_0011225,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0561844021282697,4,,,,,,,"[""OPEN_TARGETS""]"
sleep apnea,EFO_0003877,EFO,disease / other candidate,ASSOCIATED_WITH,0.056169954262605355,12,,,,,,,"[""OPEN_TARGETS""]"
obstructive sleep apnea,EFO_0003918,EFO,disease / other candidate,ASSOCIATED_WITH,0.056169954262605355,12,,,,,,,"[""OPEN_TARGETS""]"
"X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",MONDO_0010455,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05595623789853727,2,,,,,,,"[""OPEN_TARGETS""]"
"autosomal dominant osteosclerosis, Worth type",MONDO_0007764,MONDO,disease / other candidate,ASSOCIATED_WITH,0.055917432013795385,2,,,,,,,"[""OPEN_TARGETS""]"
placenta disease,EFO_0007441,EFO,disease / other candidate,ASSOCIATED_WITH,0.05585746543038182,23,,,,,,,"[""OPEN_TARGETS""]"
bone measurement,EFO_0004512,EFO,trait / measurement candidate,ASSOCIATED_WITH,0.05571929614725608,4,,,,,,,"[""OPEN_TARGETS""]"
alkaline phosphatase measurement,EFO_0004533,EFO,trait / measurement candidate,ASSOCIATED_WITH,0.05571929614725608,4,,,,,,,"[""OPEN_TARGETS""]"
osteomesopyknosis,MONDO_0008155,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05568090090679718,1,,,,,,,"[""OPEN_TARGETS""]"
primary bacterial infectious disease,MONDO_0000314,MONDO,disease / other candidate,ASSOCIATED_WITH,0.055669933917735254,27,,,,,,,"[""OPEN_TARGETS""]"
Other immunodeficiency syndromes due to defects in innate immunity,Orphanet_331193,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.055434001031653635,4,,,,,,,"[""OPEN_TARGETS""]"
WHIM syndrome,Orphanet_51636,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.055434001031653635,4,,,,,,,"[""OPEN_TARGETS""]"
"hyper-IgE recurrent infection syndrome 5, autosomal recessive",MONDO_0030069,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05535382273540122,2,,,,,,,"[""OPEN_TARGETS""]"
hyperostosis corticalis generalisata,MONDO_0009395,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0553445832390341,2,,,,,,,"[""OPEN_TARGETS""]"
Mazabraud syndrome,MONDO_0018933,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05529653785792508,1,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 51,MONDO_0013500,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05493989329815435,2,,,,,,,"[""OPEN_TARGETS""]"
chronic mucocutaneous candidiasis,MONDO_0015279,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05493989329815435,2,,,,,,,"[""OPEN_TARGETS""]"
disorder of galactose metabolism,MONDO_0017690,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05493825072102241,3,,,,,,,"[""OPEN_TARGETS""]"
galactosemia,MONDO_0018116,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05493825072102241,3,,,,,,,"[""OPEN_TARGETS""]"
perceptual disorders,MONDO_0024417,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05483797046782981,29,,,,,,,"[""OPEN_TARGETS""]"
inherited retinal dystrophy,MONDO_0019118,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05481466942844006,28,,,,,,,"[""OPEN_TARGETS""]"
age-related macular degeneration,EFO_0001365,EFO,disease / other candidate,ASSOCIATED_WITH,0.05478662887645391,24,,,,,,,"[""OPEN_TARGETS""]"
macular degeneration,EFO_0009606,EFO,disease / other candidate,ASSOCIATED_WITH,0.05478662887645391,24,,,,,,,"[""OPEN_TARGETS""]"
degeneration of macula and posterior pole,MONDO_0002175,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05478662887645391,24,,,,,,,"[""OPEN_TARGETS""]"
rickets,EFO_0005583,EFO,disease / other candidate,ASSOCIATED_WITH,0.054774506313182945,4,,,,,,,"[""OPEN_TARGETS""]"
hereditary hypophosphatemic rickets,MONDO_0000044,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054774506313182945,4,,,,,,,"[""OPEN_TARGETS""]"
hypophosphatemic rickets,MONDO_0024300,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054774506313182945,4,,,,,,,"[""OPEN_TARGETS""]"
metabolic bone disorder,MONDO_0800486,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054773582363546236,4,,,,,,,"[""OPEN_TARGETS""]"
X-linked severe congenital neutropenia,MONDO_0010294,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054739704210200135,3,,,,,,,"[""OPEN_TARGETS""]"
inherited kidney disorder,MONDO_0100191,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054723685840744093,16,,,,,,,"[""OPEN_TARGETS""]"
IgG4-related disease,MONDO_0017287,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0545995701026956,11,,,,,,,"[""OPEN_TARGETS""]"
"immunodeficiency 14b, autosomal recessive",MONDO_0023655,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054440960494330004,2,,,,,,,"[""OPEN_TARGETS""]"
lysosomal storage disease,MONDO_0002561,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05441842324661547,10,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 78 with autoimmunity and developmental delay,MONDO_0030971,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05430421594809665,2,,,,,,,"[""OPEN_TARGETS""]"
Recurrent infection due to specific granule deficiency,Orphanet_169142,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.054252064124157805,3,,,,,,,"[""OPEN_TARGETS""]"
autoimmune lymphoproliferative syndrome type 2B,MONDO_0011804,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054246931070620535,2,,,,,,,"[""OPEN_TARGETS""]"
TFRC-related combined immunodeficiency,MONDO_0014760,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054243235272073684,2,,,,,,,"[""OPEN_TARGETS""]"
cerebellar disorder,MONDO_0002427,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054169694651436354,23,,,,,,,"[""OPEN_TARGETS""]"
mycobacterial infectious disease,MONDO_0020590,MONDO,disease / other candidate,ASSOCIATED_WITH,0.054144336379132914,12,,,,,,,"[""OPEN_TARGETS""]"
musculoskeletal system benign neoplasm,MONDO_0000636,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05410043197672977,10,,,,,,,"[""OPEN_TARGETS""]"
cerebellar ataxia,MONDO_0000437,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05407734136900874,20,,,,,,,"[""OPEN_TARGETS""]"
cerebellar degeneration,MONDO_0022687,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05407734136900874,20,,,,,,,"[""OPEN_TARGETS""]"
hereditary cerebellar ataxia,MONDO_0100310,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05407734136900874,20,,,,,,,"[""OPEN_TARGETS""]"
tuberculosis,MONDO_0018076,MONDO,disease / other candidate,ASSOCIATED_WITH,0.053956345999980386,9,,,,,,,"[""OPEN_TARGETS""]"
complement deficiency,MONDO_0003832,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05390214797096376,5,,,,,,,"[""OPEN_TARGETS""]"
severe combined immunodeficiency due to LAT deficiency,MONDO_0044721,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05389398230939664,2,,,,,,,"[""OPEN_TARGETS""]"
pulmonary tuberculosis,EFO_1000049,EFO,disease / other candidate,ASSOCIATED_WITH,0.05386974172595729,7,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 67,MONDO_0011888,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05384593692828763,2,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 35,MONDO_0012682,MONDO,disease / other candidate,ASSOCIATED_WITH,0.053812674741366,2,,,,,,,"[""OPEN_TARGETS""]"
pancreatic carcinoma,EFO_0002618,EFO,disease / other candidate,ASSOCIATED_WITH,0.05336056550961665,48,,,,,,,"[""OPEN_TARGETS""]"
severe combined immunodeficiency due to CORO1A deficiency,MONDO_0014168,MONDO,disease / other candidate,ASSOCIATED_WITH,0.053271240254252915,1,,,,,,,"[""OPEN_TARGETS""]"
fetal growth restriction,EFO_0000495,EFO,disease / other candidate,ASSOCIATED_WITH,0.05326452060436039,14,,,,,,,"[""OPEN_TARGETS""]"
glycogen storage disease VI,MONDO_0009294,MONDO,disease / other candidate,ASSOCIATED_WITH,0.053262125941538396,10,,,,,,,"[""OPEN_TARGETS""]"
syndromic dyslipidemia,MONDO_0015905,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05308085529855493,4,,,,,,,"[""OPEN_TARGETS""]"
epilepsy,EFO_0000474,EFO,disease / other candidate,ASSOCIATED_WITH,0.053052356465767975,20,,,,,,,"[""OPEN_TARGETS""]"
hypopituitarism,EFO_0001380,EFO,disease / other candidate,ASSOCIATED_WITH,0.05300514275887994,2,,,,,,,"[""OPEN_TARGETS""]"
isolated congenital growth hormone deficiency,MONDO_0000050,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05300514275887994,2,,,,,,,"[""OPEN_TARGETS""]"
isolated growth hormone deficiency type III,MONDO_0010615,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05300514275887994,2,,,,,,,"[""OPEN_TARGETS""]"
"combined pituitary hormone deficiencies, genetic form",MONDO_0013099,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05300514275887994,2,,,,,,,"[""OPEN_TARGETS""]"
Non-acquired isolated growth hormone deficiency,Orphanet_631,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05300514275887994,2,,,,,,,"[""OPEN_TARGETS""]"
autosomal recessive osteopetrosis 6,MONDO_0012679,MONDO,disease / other candidate,ASSOCIATED_WITH,0.052982967967598854,1,,,,,,,"[""OPEN_TARGETS""]"
autosomal recessive osteopetrosis,MONDO_0019026,MONDO,disease / other candidate,ASSOCIATED_WITH,0.052982967967598854,1,,,,,,,"[""OPEN_TARGETS""]"
hereditary optic neuropathy,MONDO_0020249,MONDO,disease / other candidate,ASSOCIATED_WITH,0.052982967967598854,1,,,,,,,"[""OPEN_TARGETS""]"
Non-Neoplastic Bile Duct Disorder,EFO_1000400,EFO,disease / other candidate,ASSOCIATED_WITH,0.05295139968834453,8,,,,,,,"[""OPEN_TARGETS""]"
inborn disorder of purine or pyrimidine metabolism,MONDO_0019254,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05290749770805082,8,,,,,,,"[""OPEN_TARGETS""]"
selective IgM deficiency,MONDO_0018039,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05279263434243623,2,,,,,,,"[""OPEN_TARGETS""]"
overnutrition,MONDO_0003916,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05272877915643237,5,,,,,,,"[""OPEN_TARGETS""]"
Genetic vitreous-retinal disease,Orphanet_98657,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05256336336350744,9,,,,,,,"[""OPEN_TARGETS""]"
Genetic immune deficiency with skin involvement,Orphanet_183494,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.0521954548939082,5,,,,,,,"[""OPEN_TARGETS""]"
cryptosporidiosis-chronic cholangitis-liver disease syndrome,MONDO_0014082,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05217523066297129,3,,,,,,,"[""OPEN_TARGETS""]"
Cryptosporidiosis - chronic cholangitis - liver disease,Orphanet_357329,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.05217523066297129,3,,,,,,,"[""OPEN_TARGETS""]"
"agammaglobulinemia 7, autosomal recessive",MONDO_0014083,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05211815110763665,1,,,,,,,"[""OPEN_TARGETS""]"
erythrocyte disorder,MONDO_0044347,MONDO,disease / other candidate,ASSOCIATED_WITH,0.052109903092023034,19,,,,,,,"[""OPEN_TARGETS""]"
Eiken syndrome,MONDO_0010803,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05208858471926187,1,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 37,MONDO_0014491,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05208119312216817,1,,,,,,,"[""OPEN_TARGETS""]"
congenital anomaly of cardiovascular system,MONDO_0024239,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05202356949431779,28,,,,,,,"[""OPEN_TARGETS""]"
Malignant Pancreatic Neoplasm,EFO_1000359,EFO,disease / other candidate,ASSOCIATED_WITH,0.05196247108873032,49,,,,,,,"[""OPEN_TARGETS""]"
malignant exocrine pancreas neoplasm,MONDO_0002116,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05195460729272674,46,,,,,,,"[""OPEN_TARGETS""]"
obesity,EFO_0001073,EFO,disease / other candidate,ASSOCIATED_WITH,0.05185102700155621,4,,,,,,,"[""OPEN_TARGETS""]"
congenital heart disease,EFO_0005207,EFO,disease / other candidate,ASSOCIATED_WITH,0.05183229483587353,27,,,,,,,"[""OPEN_TARGETS""]"
male infertility,EFO_0004248,EFO,disease / other candidate,ASSOCIATED_WITH,0.05182222550101221,10,,,,,,,"[""OPEN_TARGETS""]"
mitochondrial DNA depletion syndrome,MONDO_0018158,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05171392314157525,7,,,,,,,"[""OPEN_TARGETS""]"
"hip dysplasia, Beukes type",MONDO_0007726,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05157117292270329,1,,,,,,,"[""OPEN_TARGETS""]"
inherited hemoglobinopathy,MONDO_0019050,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05155592775369755,7,,,,,,,"[""OPEN_TARGETS""]"
hemoglobinopathy,MONDO_0044348,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05155592775369755,7,,,,,,,"[""OPEN_TARGETS""]"
T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency,MONDO_0015701,MONDO,disease / other candidate,ASSOCIATED_WITH,0.051536062836508245,2,,,,,,,"[""OPEN_TARGETS""]"
aplastic anemia,MONDO_0015909,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05147508216048527,2,,,,,,,"[""OPEN_TARGETS""]"
inborn disorder of purine metabolism,MONDO_0019236,MONDO,disease / other candidate,ASSOCIATED_WITH,0.051417474927246985,5,,,,,,,"[""OPEN_TARGETS""]"
purine metabolism disease,MONDO_0037829,MONDO,disease / other candidate,ASSOCIATED_WITH,0.051417474927246985,5,,,,,,,"[""OPEN_TARGETS""]"
Immunodeficiency due to absence of thymus,Orphanet_331220,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.051343881312072195,2,,,,,,,"[""OPEN_TARGETS""]"
Thymic aplasia,Orphanet_83471,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.051343881312072195,2,,,,,,,"[""OPEN_TARGETS""]"
galactosemia 4,MONDO_0030105,MONDO,disease / other candidate,ASSOCIATED_WITH,0.051340185513525344,2,,,,,,,"[""OPEN_TARGETS""]"
disorder of galactose and fructose metabolism,MONDO_0800152,MONDO,disease / other candidate,ASSOCIATED_WITH,0.051340185513525344,2,,,,,,,"[""OPEN_TARGETS""]"
inherited obesity,MONDO_0019182,MONDO,disease / other candidate,ASSOCIATED_WITH,0.051296657219529154,3,,,,,,,"[""OPEN_TARGETS""]"
skin vascular disease,MONDO_0019293,MONDO,disease / other candidate,ASSOCIATED_WITH,0.051293849986304395,10,,,,,,,"[""OPEN_TARGETS""]"
dilated cardiomyopathy,EFO_0000407,EFO,disease / other candidate,ASSOCIATED_WITH,0.0511868098738312,2,,,,,,,"[""OPEN_TARGETS""]"
"immunodeficiency, common variable, 2",MONDO_0009413,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05100386784576227,2,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency 36,MONDO_0014453,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05095767036392669,2,,,,,,,"[""OPEN_TARGETS""]"
autosomal anomaly,MONDO_0020049,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05093241574052324,4,,,,,,,"[""OPEN_TARGETS""]"
"neutropenia, severe congenital, 1, autosomal dominant",MONDO_0042490,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05086424878954805,3,,,,,,,"[""OPEN_TARGETS""]"
cryptococcosis,EFO_0007229,EFO,disease / other candidate,ASSOCIATED_WITH,0.050804500046374025,5,,,,,,,"[""OPEN_TARGETS""]"
Behcet's syndrome,EFO_0003780,EFO,disease / other candidate,ASSOCIATED_WITH,0.05080415667884716,9,,,,,,,"[""OPEN_TARGETS""]"
gnathodiaphyseal dysplasia,MONDO_0008151,MONDO,disease / other candidate,ASSOCIATED_WITH,0.050787663630771716,1,,,,,,,"[""OPEN_TARGETS""]"
hyper-IgM syndrome type 3,MONDO_0011735,MONDO,disease / other candidate,ASSOCIATED_WITH,0.050765488839490634,2,,,,,,,"[""OPEN_TARGETS""]"
cardiogenetic disease,MONDO_0100547,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05062840157455569,25,,,,,,,"[""OPEN_TARGETS""]"
T-cell immunodeficiency,MONDO_0003780,MONDO,disease / other candidate,ASSOCIATED_WITH,0.050423627473907294,3,,,,,,,"[""OPEN_TARGETS""]"
immunodeficiency due to a classical component pathway complement deficiency,MONDO_0015699,MONDO,disease / other candidate,ASSOCIATED_WITH,0.05029714903474852,3,,,,,,,"[""OPEN_TARGETS""]"
